activities,amountRaised,campaignTitle,currencyType,goal,mediaCount,numberContributors,percent_complete,period,timeLeft,updates
5,180,Dollars for Dudley!!!,U.S. Dollar,of $600 goal,(1),5,30%,"Years running
					,
				",4,0
41,"1,360",Help Duke battle cancer with the Melanoma Vaccine,U.S. Dollar,of $1.4k goal,(2),38,97%,"Years running
					,
				",4,3
18,"1,000",Help Sydney With Her Heartworm Treatment,U.S. Dollar,of $1k goal,(3),18,100%,"Years running
					,
				",4,3
5,224,Help us help our fur friends,Australian Dollar,of $1k goal,(1),5,22%,"days left
					,
				",0,1
3,150,6 Days left   Please help with Hay Cost,U.S. Dollar,of $1k goal,(5),3,15%,"days left
					,
				",0,8
23,"1,025","Eve, prisoner to a mentally ill hoarder.",U.S. Dollar,of $1k goal,(4),22,102%,"days left
					,
				",0,2
8,225,Help Save Moby (ID #14-1947),U.S. Dollar,of $225 goal,(1),8,100%,"Years running
					,
				",4,0
12,"2,950",Help us Help Them!,U.S. Dollar,of $1k goal,(1),11,295%,"days left
					,
				",0,0
41,"1,020",A Smile that Hides Pain and Neglect....,U.S. Dollar,of $1k goal,(7),41,102%,"Years running
					,
				",4,2
15,315,Puppies left to die at shelter!,U.S. Dollar,of $1k goal,(1),15,32%,"days left
					,
				",0,1
9,345,Help pay Baloo's vet bill for her liver,U.S. Dollar,of $305 goal,(2),9,113%,"Years running
					,
				",4,1
15,510,Emergency Surgery Needed for Loki,U.S. Dollar,of $550 goal,(7),15,93%,"days left
					,
				",0,3
8,320,Vetting donations Needed to save these TWO!,U.S. Dollar,of $220 goal,(1),7,145%,"days left
					,
				",0,0
19,665,Eowyn (May) Dental Fund,U.S. Dollar,of $700 goal,(17),19,95%,"days left
					,
				",0,9
7,210,Help Buddy get much needed heartworm treatment!!!,U.S. Dollar,of $400 goal,(1),7,53%,"Years running
					,
				",4,0
9,175,Help vaccinate Mtn Home shelter dogs and puppies!,U.S. Dollar,of $125 goal,(1),8,140%,"days left
					,
				",0,0
29,810,Urgent help for a discarded Mom in labor.,U.S. Dollar,of $1.1k goal,(12),28,74%,"Years running
					,
				",4,6
183,"2,732",Bobbi's spinal surgery fundrazr,Pound Sterling,of £3.8k goal,(1),179,72%,"Years running
					,
				",5,1
5,215,Jazmín Have a Heart <3,U.S. Dollar,of $215 goal,(1),5,100%,"days left
					,
				",0,0
35,705,Help for Harlow,U.S. Dollar,of $1k goal,(3),34,71%,"days left
					,
				",0,2
589,"14,328",An Angel in Need of DRSF's Help,U.S. Dollar,of $10k goal,(18),536,143%,"Years running
					,
				",5,14
11,205,Colchester Cat Rescue,Pound Sterling,of £250 goal,(11),10,82%,"Years running
					,
				",5,12
5,130,In Animal Control facility! HELP Save AMEE,U.S. Dollar,of $350 goal,(1),5,37%,"days left
					,
				",0,1
22,900,Friendly feral in Sunnyside needs hip surgery,U.S. Dollar,of $891 goal,(6),21,101%,"Years running
					,
				",4,2
61,"2,065",Ayuda a saldar la cuenta veterinario #sasfapr,U.S. Dollar,of $3.1k goal,(1),61,67%,"Years running
					,
				",4,0
79,"3,980",Sponsor A Rescue Dog In Training!,U.S. Dollar,of $5k goal,(5),75,80%,"Years running
					,
				",5,1
22,"1,000",Help Sammy get the surgery he needs DESPERATELY!,U.S. Dollar,of $1k goal,(1),22,100%,"Years running
					,
				",5,0
8,245,Help Save Norman (ID #14-1826),U.S. Dollar,of $225 goal,(1),8,109%,"Years running
					,
				",4,0
22,"1,040",Neglected Senior Mastiff Needs Medical Care,U.S. Dollar,of $1.5k goal,(9),22,69%,"Years running
					,
				",5,4
4,200,Penny from Manning SC,U.S. Dollar,of $200 goal,(4),4,100%,"days left
					,
				",0,4
24,431,Ayuda con sus tratamientos de gusanos del corazón!,U.S. Dollar,of $1.2k goal,(2),24,36%,"Years running
					,
				",5,1
6,135,BOOGIE NEEDS HIS BOOGIE BACK,U.S. Dollar,of $350 goal,(1),4,39%,"Years running
					,
				",4,1
7,445,Help cover vetting costs for our adoptables!,U.S. Dollar,of $600 goal,(0),7,74%,"Years running
					,
				",4,0
46,"1,165",Trouble and her pups need our help!,U.S. Dollar,of $750 goal,(1),46,155%,"days left
					,
				",0,0
32,870,Help Weasley Get Medical Care - the Demodex puppy,U.S. Dollar,of $650 goal,(1),31,134%,"Years running
					,
				",5,0
6,355,King Casey's Operation,U.S. Dollar,of $5k goal,(6),6,7%,"Years running
					,
				",4,5
12,660,EMERGENCY! 8 Month old in emergency surgery/shock,U.S. Dollar,of $2k goal,(1),12,33%,"Years running
					,
				",4,1
8,240,Help Save Ahab (ID #14-1945),U.S. Dollar,of $225 goal,(1),7,107%,"Years running
					,
				",4,0
7,225,Help Save Melville (ID #14-1946),U.S. Dollar,of $225 goal,(1),7,100%,"Years running
					,
				",4,0
17,890,Two Dogs Desperately Need Help,U.S. Dollar,of $1.2k goal,(1),17,74%,"Years running
					,
				",4,0
1,500,Help My dog Dorothy with Operation Expenses,Canadian Dollar,of $6k goal,(1),1,8%,"Years running
					,
				",4,0
20,430,Help Lady get to her new forever home in the UK,Pound Sterling,of £400 goal,(23),20,108%,"days left
					,
				",0,11
5,105,Help Sweetie Pie beat heart worms,U.S. Dollar,of $850 goal,(2),5,12%,"Years running
					,
				",4,6
23,715,Please help with Rudy's surgery!,U.S. Dollar,of $1.3k goal,(2),23,55%,"Years running
					,
				",4,1
9,470,"Help SAVE Max....has rescue, Needs donations!!",U.S. Dollar,of $300 goal,(1),7,157%,"days left
					,
				",0,0
4,150,Help Sammie Get to Her Forever Home,U.S. Dollar,of $150 goal,(1),4,100%,"Years running
					,
				",4,0
8,305,Project homeless: Stu's Sanctuary,U.S. Dollar,of $2k goal,(1),8,15%,"Years running
					,
				",4,0
20,400,Have a Little Faith,U.S. Dollar,of $600 goal,(3),19,67%,"Years running
					,
				",4,1
66,"1,765",ETHERIDGE NEEDS A BUCK!,U.S. Dollar,of $4k goal,(1),65,44%,"days left
					,
				",0,0
11,330,"Duke needs surgery, please help!",U.S. Dollar,of $800 goal,(1),11,41%,"Years running
					,
				",4,0
67,"1,390",Save Lenny - help him walk again.,Pound Sterling,of £25k goal,(7),61,6%,"days left
					,
				",0,8
4,105,Help these beautiful puppies,U.S. Dollar,of $4k goal,(0),3,3%,"Years running
					,
				",4,0
131,"2,954",Please help Goldie!,U.S. Dollar,of $3k goal,(2),126,98%,"days left
					,
				",0,1
50,"2,380",Please help us pay for Little Su's vet bill,U.S. Dollar,of $2.8k goal,(1),50,84%,"Years running
					,
				",4,0
12,370,HELP THIS BOY IS SICK!,U.S. Dollar,of $450 goal,(1),12,82%,"Years running
					,
				",4,0
9,520,Help Azim's Kitty Home Help more cats in need.,U.S. Dollar,of $6k goal,(1),7,9%,"Years running
					,
				",4,0
29,"1,915",Puppy Mill Beagle Rescue Medical Fund,U.S. Dollar,of $2.5k goal,(2),29,77%,"Years running
					,
				",5,1
75,"2,170",Tad Needs Our Help....,U.S. Dollar,of $2k goal,(8),73,109%,"Years running
					,
				",4,4
3,260,going to rescue,U.S. Dollar,of $125 goal,(0),3,208%,"days left
					,
				",0,1
13,400,Urgent Funds Needed for Vet Bills!,U.S. Dollar,of $4.1k goal,(1),13,10%,"Years running
					,
				",4,0
53,"1,580",FIGHTING BACK!Princess &Diamond legal defense fund,U.S. Dollar,of $2.7k goal,(18),49,59%,"Years running
					,
				",5,10
42,"1,870",Roxanne needs surgery to save her life!,U.S. Dollar,of $2k goal,(1),37,94%,"Years running
					,
				",4,3
15,540,Help Doja get the treatment she needs,Canadian Dollar,of $1.6k goal,(7),15,34%,"days left
					,
				",0,2
12,270,Maggie the Corgi needs help!,U.S. Dollar,of $1.3k goal,(2),12,21%,"days left
					,
				",0,0
14,725,Snow White & the 7 Dwarfs,U.S. Dollar,of $850 goal,(19),14,85%,"Years running
					,
				",5,4
1,200,Tucker,U.S. Dollar,of $200 goal,(1),1,100%,"Years running
					,
				",4,0
3,120,Help Jack get heartworm treatment,U.S. Dollar,of $850 goal,(1),3,14%,"Years running
					,
				",4,0
63,"2,585",Help with Apollonia's Spinal Surgery,U.S. Dollar,of $5.5k goal,(16),62,47%,"Years running
					,
				",4,9
10,250,Thanking her rescuers!,U.S. Dollar,of $200 goal,(1),9,125%,"days left
					,
				",0,2
21,"1,550",Help Us Help Brody,U.S. Dollar,of $1.5k goal,(1),19,103%,"Years running
					,
				",4,0
17,500,Please help us help Sam.,U.S. Dollar,of $740 goal,(3),16,68%,"Years running
					,
				",4,1
20,515,Help Us Help YUKON,U.S. Dollar,of $500 goal,(1),19,103%,"Years running
					,
				",4,0
11,870,Rudy is NEXT!!,U.S. Dollar,of $1.2k goal,(2),11,73%,"Years running
					,
				",5,1
42,"2,910","""Bravo"" and Keli need our help!",U.S. Dollar,of $10k goal,(7),41,29%,"Years running
					,
				",5,4
29,905,Help Save Mia's Life,U.S. Dollar,of $2.5k goal,(1),27,36%,"days left
					,
				",0,0
32,395,HELP ME KEEP BOLO SAFE.,U.S. Dollar,of $375 goal,(4),23,105%,"Years running
					,
				",4,6
26,675,Legal Aid Idabel Ok Pound -Fire ACO Cecil Richards,U.S. Dollar,of $7.5k goal,(2),21,9%,"Years running
					,
				",4,0
6,150,HELP US WITH VETTING FOR KIBOU!,U.S. Dollar,of $450 goal,(1),6,33%,"Years running
					,
				",4,0
9,"1,510",Please help us get Tony's dogs home with him.,U.S. Dollar,of $1.4k goal,(1),7,108%,"Years running
					,
				",4,0
7,165,Mom and Pups given NO time by the shelter!,U.S. Dollar,of $600 goal,(1),7,28%,"days left
					,
				",0,0
3,545,Bambi has a broken leg!,U.S. Dollar,of $2.5k goal,(2),3,22%,"Years running
					,
				",4,1
12,325,Help Snickers with Medical Costs & Health Cert,U.S. Dollar,of $225 goal,(1),12,144%,"Years running
					,
				",5,0
11,350,Help for Maggie by Jan 27th!,U.S. Dollar,of $350 goal,(1),11,100%,"Years running
					,
				",4,0
13,449,For the Love of Ellie,U.S. Dollar,of $10k goal,(1),9,4%,"Years running
					,
				",7,0
16,945,Help us pay for Marvin's surgery,U.S. Dollar,of $7k goal,(2),16,14%,"Years running
					,
				",4,1
3,125,Help sponsor our upcoming adoption event,U.S. Dollar,of $1k goal,(1),3,13%,"days left
					,
				",0,0
3,200,Saving Reggie,U.S. Dollar,of $200 goal,(1),2,100%,"Years running
					,
				",4,0
13,780,Help Miracle the Pitt Puppy -Left to Die,U.S. Dollar,of $1k goal,(10),13,78%,"days left
					,
				",0,5
6,120,one step at a time,Pound Sterling,of £450 goal,(4),6,27%,"Years running
					,
				",5,3
4,200,Saving Bella,U.S. Dollar,of $200 goal,(1),4,100%,"Years running
					,
				",4,0
79,"2,130",Dio....two broken legs and alone on the street,U.S. Dollar,of $5k goal,(4),78,43%,"days left
					,
				",0,1
6,170,In Animal Control facility! HELP Save NATE,U.S. Dollar,of $350 goal,(1),6,49%,"days left
					,
				",0,1
71,"2,051",Chariot Needs Some Wheels!,U.S. Dollar,of $2k goal,(2),69,103%,"days left
					,
				",0,0
23,750,Multiple Medical help needed,U.S. Dollar,of $1.5k goal,(1),23,50%,"Years running
					,
				",5,0
4,105,Help Cranberry Get to His Forever Home,U.S. Dollar,of $150 goal,(1),4,70%,"Years running
					,
				",4,0
6,115,Help cover vet cost for cat with an injured tail!,U.S. Dollar,of $175 goal,(7),5,66%,"days left
					,
				",0,4
41,"1,262",PLEASE help finance Maxwell's oral surgery!,Canadian Dollar,of $2k goal,(6),39,63%,"Years running
					,
				",4,15
9,500,Help Save Ringo's Heart,U.S. Dollar,of $500 goal,(1),9,100%,"days left
					,
				",0,0
58,"2,955",Alaskan Shelter Dogs Fundraiser For Dog Food!,U.S. Dollar,of $6.6k goal,(6),57,45%,"Years running
					,
				",4,5
7,370,Please help to spay stray cats,U.S. Dollar,of $325 goal,(1),7,114%,"Years running
					,
				",4,0
14,485,Chesterfield SC,U.S. Dollar,of $1k goal,(1),14,49%,"Years running
					,
				",4,1
42,"1,520",Baloo's New Start in Florida,U.S. Dollar,of $1.5k goal,(2),41,101%,"Years running
					,
				",4,0
14,585,Sponsor a Pup & Name that Pup,U.S. Dollar,of $585 goal,(1),10,100%,"Years running
					,
				",4,0
26,345,Sponsor me to help The Ville Shelter & GSRS dogs,Pound Sterling,of £400 goal,(2),25,86%,"Years running
					,
				",4,5
32,"1,985",Help Save Pongo!!,U.S. Dollar,of $1.6k goal,(3),32,124%,"days left
					,
				",0,1
13,350,Baza Perrera Dogs that need our help - Vets fees,Euro,of €400 goal,(1),13,88%,"Years running
					,
				",4,0
8,300,Haya was shot,Euro,of €500 goal,(14),8,60%,"days left
					,
				",0,14
8,140,Help Princess with vetting money!,U.S. Dollar,of $400 goal,(1),8,35%,"days left
					,
				",0,1
2,230,Saving Suzie,U.S. Dollar,of $200 goal,(1),2,115%,"Years running
					,
				",4,0
20,"1,580",Bully Breed Rescue Emergency Vet and Boarding Fund,U.S. Dollar,of $2.5k goal,(1),18,63%,"days left
					,
				",0,0
58,"1,585",For us to continue helping animals we NEED YOU!,U.S. Dollar,of $2.5k goal,(11),55,63%,"Years running
					,
				",6,9
4,580,Please Help With Misty's Dental,U.S. Dollar,of $350 goal,(2),4,166%,"Years running
					,
				",4,1
10,258,In Animal Control facility! HELP Save MAGGIE,U.S. Dollar,of $350 goal,(2),10,74%,"days left
					,
				",0,2
13,390,PLEASE HELP 8 cats can be saved,U.S. Dollar,of $875 goal,(1),13,45%,"Years running
					,
				",4,1
6,205,Saving Lady,U.S. Dollar,of $200 goal,(1),6,102%,"Years running
					,
				",4,0
51,"10,335",Humane Society of St. Thomas: Pets with Wings,U.S. Dollar,of $16k goal,(13),50,65%,"days left
					,
				",0,15
33,873,Gracie's surgery cost,U.S. Dollar,of $3.3k goal,(1),33,26%,"days left
					,
				",0,0
19,440,Hydrotherapy for Bruno,Pound Sterling,of £220 goal,(6),18,200%,"days left
					,
				",0,2
4,101,Linus the Corgi needs help!,U.S. Dollar,of $344 goal,(1),4,29%,"days left
					,
				",0,0
6,200,MIRACLE NEEDED to Save Lilly,U.S. Dollar,of $200 goal,(1),6,100%,"Years running
					,
				",4,0
16,"21,200",Help Purr Haven Feed & Care for Rescued Cats!,Philippine Peso,of ₱20k goal,(10),16,106%,"days left
					,
				",0,11
3,107,Ayuda para esta Familia,U.S. Dollar,of $1k goal,(1),2,11%,"Years running
					,
				",4,0
1,500,Help Tikka Get Vet Care for Seizures,U.S. Dollar,of $500 goal,(1),1,100%,"days left
					,
				",0,1
68,905,The shelter dogs need your help.,Pound Sterling,of £2.5k goal,(1),68,36%,"Years running
					,
				",5,0
21,445,Black Jack Needs your Help w/Hearworm Treatment,U.S. Dollar,of $475 goal,(1),15,94%,"Years running
					,
				",4,0
14,285,Gift box for Galgos del Sol,Euro,of €500 goal,(5),12,57%,"days left
					,
				",0,2
37,"1,635",Please help Petunia!!!,U.S. Dollar,of $3k goal,(39),35,55%,"Years running
					,
				",4,6
19,"2,670",Please help Second Chance fix our leaking roof,Canadian Dollar,of $3.5k goal,(1),19,76%,"Years running
					,
				",5,0
10,190,Help Wallie get her Heartworm Treatment,U.S. Dollar,of $400 goal,(1),9,48%,"days left
					,
				",0,0
16,375,Help Save Flint URGENT LIST Animal ID 15-0056 SC,U.S. Dollar,of $275 goal,(1),12,136%,"days left
					,
				",0,0
4,150,Help RRF help MAGNUS,U.S. Dollar,of $500 goal,(2),4,30%,"Years running
					,
				",4,0
11,"2,825",Help us fund the construction of shelters,Australian Dollar,of $5k goal,(7),11,56%,"days left
					,
				",0,2
7,900,Today is the last day to help us achieve our goal!,U.S. Dollar,of $900 goal,(16),7,100%,"Years running
					,
				",5,4
18,"1,005",Chloe Had 2 Large Bladderstones Removed!,U.S. Dollar,of $1k goal,(1),18,100%,"Years running
					,
				",4,0
6,200,MIRACLE FOR MARLEY,U.S. Dollar,of $200 goal,(1),6,100%,"Years running
					,
				",4,0
132,"5,395",Wings of Rescue Flights,U.S. Dollar,of $5k goal,(2),131,108%,"Years running
					,
				",4,0
18,505,Buy a Bale.,Pound Sterling,of £4k goal,(2),17,13%,"Years running
					,
				",4,1
35,650,Marsh had an accident! Please help!,U.S. Dollar,of $650 goal,(1),29,100%,"Years running
					,
				",4,0
31,"2,305",Please help JR and Dixie with emergency vet bill,U.S. Dollar,of $5.5k goal,(1),30,42%,"Years running
					,
				",4,1
42,"1,457",HELP Wild Spirit Wolf Sanctuary SAVE ANOTHER LIFE!,U.S. Dollar,of $1.1k goal,(2),37,132%,"days left
					,
				",0,0
5,210,Help fix our nursery @Elizabeth's Wildlife Center,Canadian Dollar,of $2.5k goal,(3),5,8%,"Years running
					,
				",5,1
2,250,JEDI ~ Needs Heartworm Treatment.,U.S. Dollar,of $1k goal,(2),2,25%,"days left
					,
				",0,1
5,250,In Animal Control facility! HELP Save RALPHIE,U.S. Dollar,of $350 goal,(2),5,71%,"days left
					,
				",0,1
47,800,Please Help Shadow with Spleen Surgery,U.S. Dollar,of $1k goal,(3),42,80%,"Years running
					,
				",4,2
7,110,URGENT- 2 Hours to save Abby's life,U.S. Dollar,of $200 goal,(1),7,55%,"Years running
					,
				",4,0
18,360,Please Help Us Save this Beautiful Girl,U.S. Dollar,of $300 goal,(1),15,120%,"days left
					,
				",0,1
2,250,GRUMPY DESERVES A NEW START,U.S. Dollar,of $250 goal,(1),1,100%,"days left
					,
				",0,0
65,"1,876",Heart Worm Positive Dogs,U.S. Dollar,of $3.2k goal,(3),64,59%,"Years running
					,
				",5,29
9,650,Extraordinary Flight Fuel Fund,Canadian Dollar,of $25k goal,(13),9,3%,"Years running
					,
				",4,3
20,520,Abandon Dog Found! She Needs Your Help!,U.S. Dollar,of $570 goal,(1),19,91%,"Years running
					,
				",4,0
14,230,Help Buster get his operation.,Pound Sterling,of £10k goal,(11),13,2%,"Years running
					,
				",4,13
4,170,Help with Massive Vet bills,Canadian Dollar,of $10k goal,(1),4,2%,"Years running
					,
				",4,1
4,345,Dog Food Drive!,U.S. Dollar,of $500 goal,(1),4,69%,"Years running
					,
				",4,0
12,305,Lucy the Corgi needs help!,U.S. Dollar,of $2.5k goal,(1),12,12%,"days left
					,
				",0,0
23,547,$2 Can Save a Life!,U.S. Dollar,of $10k goal,(1),23,5%,"Years running
					,
				",4,1
12,620,Help Save Elsa~Safely Home Canine Rescue,U.S. Dollar,of $2k goal,(1),12,31%,"Years running
					,
				",4,0
18,676,Cody Needs Your Help to Get Better!,U.S. Dollar,of $1k goal,(1),18,68%,"Years running
					,
				",5,3
20,795,Pennies for Pitbulls,U.S. Dollar,of $1.5k goal,(1),18,53%,"Years running
					,
				",4,21
84,"2,500","Abandoned, Pups Missing, with an Untreated Injury",U.S. Dollar,of $2.5k goal,(9),84,100%,"Years running
					,
				",4,3
15,355,Help Save Cisco's Leg :-),U.S. Dollar,of $1.5k goal,(15),11,24%,"Years running
					,
				",4,5
14,"2,235",Help Spike receive his Heartworm Treatment!,U.S. Dollar,of $2k goal,(4),14,112%,"days left
					,
				",0,4
12,205,Please help us with Nicci's Vetting,U.S. Dollar,of $500 goal,(6),12,41%,"Years running
					,
				",4,1
10,505,RIGBY HAD AN EMERGENCY BIOPSY SURGERY!!,U.S. Dollar,of $850 goal,(10),10,59%,"days left
					,
				",0,1
64,"2,725",Help homeless Dora and her owner!,U.S. Dollar,of $1k goal,(1),58,273%,"Years running
					,
				",5,0
19,800,Wilbur needs surgery and a foster to save his life,U.S. Dollar,of $800 goal,(2),15,100%,"Years running
					,
				",4,1
6,260,HELP ETHERIDGE WITH HIS CHEMO!,U.S. Dollar,of $2k goal,(1),6,13%,"Years running
					,
				",4,0
8,270,Ruby the Corgi needs help!,U.S. Dollar,of $3.3k goal,(2),7,8%,"days left
					,
				",0,0
5,110,Petey needs your help .....,U.S. Dollar,of $1.6k goal,(8),5,7%,"days left
					,
				",0,1
5,310,Nosey Rosey needs neurologist/MRI,U.S. Dollar,of $2k goal,(2),5,16%,"Years running
					,
				",4,0
11,190,Champions for Champ! Help Champ beat Heartworms.,U.S. Dollar,of $450 goal,(1),10,42%,"Years running
					,
				",4,0
10,225,SAVE THIS 3 MTH OLD PUP FROM DEATH,U.S. Dollar,of $160 goal,(4),9,141%,"days left
					,
				",0,2
21,530,HELP us HELP them....,Pound Sterling,of £500 goal,(2),21,106%,"days left
					,
				",0,1
11,345,Help 10-12 Rescue Dogs Travel From SC to Mass,U.S. Dollar,of $325 goal,(1),11,106%,"days left
					,
				",0,0
91,"1,905",Dog Severely Burned Needs Help,U.S. Dollar,of $1.5k goal,(2),89,127%,"Years running
					,
				",4,1
8,148,Help Pangolins in Vietnam,Pound Sterling,of £300 goal,(1),7,49%,"days left
					,
				",0,1
34,"1,565",Help Pets In Peril build shelters for Flint dogs,U.S. Dollar,of $700 goal,(1),25,224%,"Years running
					,
				",5,2
16,210,The Orphaned Puppies of Axminster,Pound Sterling,of £250 goal,(1),16,84%,"days left
					,
				",0,1
13,265,Help get these 4 stray tortie kittens vetted/fixed,U.S. Dollar,of $340 goal,(6),9,78%,"Years running
					,
				",5,7
70,"1,475",Help Pogo get the urgent surgery he needs to live,U.S. Dollar,of $3k goal,(6),53,49%,"Years running
					,
				",6,7
